room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
15585132,20234356,Entire home/apt,,1,0,,4,1.0,61.0,1.0,56.115632,10.206633,2016-10-28 23:50:14.508438
5801135,10225943,Private room,,1,0,,1,1.0,24.0,3.0,56.11773,10.19341,2016-10-28 23:50:10.889012
8170872,9726084,Private room,,24,0,,2,1.0,41.0,2.0,56.161721,10.213064,2016-10-28 23:50:08.434262
8509177,43155616,Entire home/apt,,24,5,5.0,2,1.0,62.0,2.0,56.145458,10.194,2016-10-28 23:50:02.159221
7035285,36883962,Private room,,24,0,,3,1.0,44.0,3.0,56.171327,10.210388,2016-10-28 23:49:26.307873
9872564,13299717,Entire home/apt,,24,0,,2,1.0,75.0,2.0,56.156497,10.195978,2016-10-28 23:49:21.590043
14834455,40010511,Shared room,,24,0,,2,1.0,53.0,1.0,56.158632,10.20503,2016-10-28 23:49:19.155941
1032200,5678913,Private room,,24,4,5.0,2,1.0,60.0,2.0,56.164322,10.204468,2016-10-28 23:48:49.559850
3452639,17397471,Private room,,2,11,4.0,2,1.0,36.0,2.0,56.125147,10.157785,2016-10-28 23:48:24.186996
14493305,55915551,Entire home/apt,,24,0,,4,1.0,166.0,1.0,56.156238,10.208036,2016-10-28 23:48:20.650487
7357876,6011852,Entire home/apt,,24,13,4.5,3,2.0,45.0,2.0,56.159096,10.195753,2016-10-28 23:48:13.840721
11250442,58695024,Entire home/apt,,24,2,,3,1.0,61.0,2.0,56.152874,10.207278,2016-10-28 23:48:07.358296
8075284,8637497,Private room,,4,18,4.0,1,1.0,45.0,1.0,56.180096,10.217471,2016-10-28 23:47:46.450007
12483916,67579910,Private room,,24,0,,2,1.0,27.0,1.0,56.151646,10.204636,2016-10-28 23:47:42.803051
15555949,70884819,Entire home/apt,,24,1,,2,0.0,61.0,2.0,56.140722,10.195526,2016-10-28 23:47:39.483453
13868600,20523480,Entire home/apt,,24,0,,2,1.0,68.0,5.0,56.165463,10.223337,2016-10-28 23:47:32.397534
3335894,16843048,Entire home/apt,,24,41,5.0,4,1.0,98.0,1.0,56.143929,10.203484,2016-10-28 23:47:11.678552
13916955,82596526,Entire home/apt,,24,4,5.0,4,1.0,68.0,1.0,56.147263,10.201694,2016-10-28 23:47:08.877769
11841477,27452044,Entire home/apt,,24,2,,3,2.0,60.0,2.0,56.171082,10.22018,2016-10-28 23:47:02.380793
11734269,62416185,Private room,,4,1,,1,1.0,61.0,1.0,56.18172,10.212459,2016-10-28 23:46:53.655414
6642170,34764390,Entire home/apt,,24,5,4.5,4,1.0,79.0,2.0,56.16042,10.207171,2016-10-28 23:46:51.162589
12635991,68488839,Private room,,24,2,,3,1.0,38.0,3.0,56.157423,10.200511,2016-10-28 23:46:00.741697
9365368,18999002,Entire home/apt,,24,2,,3,1.0,91.0,1.0,56.162382,10.203154,2016-10-28 23:45:46.665900
13528221,33132635,Entire home/apt,,24,7,4.5,5,2.0,104.0,2.0,56.164808,10.207371,2016-10-28 23:45:44.082575
14244239,49399732,Private room,,5,8,5.0,3,1.0,38.0,1.0,56.198554,10.194574,2016-10-28 23:45:40.848481
1229964,6709280,Entire home/apt,,24,0,,2,1.0,114.0,4.0,56.148567,10.196951,2016-10-28 23:45:33.032142
12869541,61562606,Private room,,2,0,,1,1.0,35.0,3.0,56.145461,10.186261,2016-10-28 23:45:30.014650
14414790,21771132,Private room,,24,3,4.5,2,1.0,44.0,2.0,56.158963,10.188917,2016-10-28 23:45:26.642767
13768858,23451242,Private room,,15,4,4.5,2,1.0,38.0,1.0,56.072052,10.1719,2016-10-28 23:44:58.295870
15725096,1419899,Entire home/apt,,24,0,,6,3.0,151.0,,56.164967,10.195811,2016-10-28 23:44:56.237994
3874156,17722413,Entire home/apt,,24,8,4.0,2,1.0,75.0,2.0,56.172117,10.218438,2016-10-28 23:44:18.709810
7068889,24313493,Private room,,24,6,5.0,2,1.0,31.0,2.0,56.159372,10.197736,2016-10-28 23:44:15.276419
1229962,6709280,Entire home/apt,,24,1,,2,1.0,129.0,4.0,56.156292,10.199382,2016-10-28 23:44:11.621865
1243417,6777232,Private room,,24,1,,2,1.0,68.0,1.0,56.157456,10.183481,2016-10-28 23:44:04.005781
14475793,89246507,Private room,,24,3,5.0,2,1.0,38.0,1.0,56.173082,10.213043,2016-10-28 23:43:54.154489
12527258,67861512,Entire home/apt,,2,3,5.0,3,1.0,38.0,2.0,56.141744,10.184225,2016-10-28 23:43:46.312498
13824756,21970219,Entire home/apt,,2,2,,4,3.0,150.0,2.0,56.137989,10.180499,2016-10-28 23:43:39.928574
13365288,36261065,Private room,,3,6,5.0,2,1.0,27.0,1.0,56.178755,10.166998,2016-10-28 23:43:35.657809
3888071,8018847,Entire home/apt,,24,0,,1,1.0,72.0,4.0,56.172786,10.215322,2016-10-28 23:43:31.864595
8064877,27232644,Private room,,4,4,4.5,2,1.0,38.0,1.0,56.192757,10.188229,2016-10-28 23:43:09.288262
2930868,14966163,Entire home/apt,,24,6,5.0,2,1.0,48.0,1.0,56.146528,10.192935,2016-10-28 23:43:04.693453
15105432,95667168,Entire home/apt,,2,2,,4,2.0,75.0,1.0,56.134315,10.182797,2016-10-28 23:42:56.176504
15627049,71425034,Entire home/apt,,24,0,,5,1.0,61.0,2.0,56.15677,10.183716,2016-10-28 23:42:48.997220
3619441,16816075,Private room,,24,24,4.5,6,1.0,91.0,2.0,56.154763,10.20959,2016-10-28 23:42:45.056413
15529334,1989951,Private room,,24,0,,2,1.0,61.0,,56.160208,10.208491,2016-10-28 23:42:39.578154
8007617,42274947,Entire home/apt,,1,9,5.0,4,1.0,68.0,1.0,56.107708,10.211209,2016-10-28 23:42:28.016837
10488720,54068280,Entire home/apt,,24,0,,3,1.0,61.0,1.0,56.161862,10.207146,2016-10-28 23:42:23.399849
9474070,45220732,Entire home/apt,,24,2,,2,1.0,45.0,1.0,56.157704,10.183181,2016-10-28 23:42:13.506754
7934382,40972419,Entire home/apt,,24,1,,2,1.0,91.0,1.0,56.16119,10.202642,2016-10-28 23:42:06.249281
5930728,19277039,Entire home/apt,,24,3,4.5,2,2.0,61.0,3.0,56.153243,10.206601,2016-10-28 23:41:58.181772
9072599,47318540,Private room,,1,28,5.0,2,1.0,38.0,1.0,56.104175,10.206076,2016-10-28 23:41:53.541729
13619653,66907224,Private room,,24,10,5.0,2,1.0,38.0,1.0,56.153424,10.210754,2016-10-28 23:41:31.891677
12920783,70884819,Entire home/apt,,1,2,,2,0.0,53.0,1.0,56.138971,10.194628,2016-10-28 23:41:19.535359
8397564,9114573,Entire home/apt,,24,1,,3,2.0,91.0,2.0,56.163965,10.209428,2016-10-28 23:40:55.718379
8573533,45122646,Entire home/apt,,24,3,4.5,2,1.0,68.0,1.0,56.160439,10.198819,2016-10-28 23:40:43.506539
3984624,11508526,Entire home/apt,,24,2,,3,1.0,96.0,1.0,56.146466,10.191836,2016-10-28 23:40:39.214288
7069626,37066433,Entire home/apt,,5,1,,4,3.0,75.0,1.0,56.19586,10.197229,2016-10-28 23:40:33.260511
14412705,20073456,Entire home/apt,,5,0,,5,3.0,256.0,3.0,56.193051,10.244314,2016-10-28 23:40:29.439444
7577094,38918829,Entire home/apt,,24,1,,4,2.0,104.0,6.0,56.161984,10.21287,2016-10-28 23:40:25.640436
14964274,94227998,Private room,,24,1,,2,1.0,53.0,3.0,56.162901,10.202295,2016-10-28 23:39:58.743911
13817211,81314917,Entire home/apt,,24,1,,6,3.0,143.0,1.0,56.166464,10.226528,2016-10-28 23:39:55.269891
13975590,2271964,Entire home/apt,,23,0,,11,4.0,295.0,1.0,56.23642,10.327803,2016-10-28 23:39:23.627970
1016900,2710707,Private room,,23,2,,3,1.0,61.0,1.0,56.228138,10.259683,2016-10-28 23:39:20.449567
13798437,81123098,Private room,,24,0,,2,1.0,91.0,1.0,56.158338,10.192863,2016-10-28 23:39:15.398917
7924024,41786084,Entire home/apt,,24,38,5.0,4,1.0,64.0,3.0,56.159817,10.207287,2016-10-28 23:39:12.607320
13412604,75539014,Entire home/apt,,3,3,5.0,2,1.0,38.0,2.0,56.169868,10.185815,2016-10-28 23:39:04.902136
687807,3510484,Entire home/apt,,3,3,5.0,4,3.0,102.0,3.0,56.177567,10.174734,2016-10-28 23:38:50.844851
11265852,14997076,Entire home/apt,,2,2,,3,2.0,60.0,3.0,56.145581,10.186282,2016-10-28 23:38:46.155390
7195067,37678087,Entire home/apt,,4,6,5.0,6,3.0,143.0,5.0,56.17774,10.196895,2016-10-28 23:38:38.928432
15609400,18746185,Entire home/apt,,24,0,,5,2.0,177.0,2.0,56.160442,10.210355,2016-10-28 23:38:32.105080
15088467,5682505,Entire home/apt,,24,2,,2,1.0,73.0,1.0,56.14398,10.203549,2016-10-28 23:38:09.673473
13133001,63501799,Entire home/apt,,2,2,,2,1.0,42.0,2.0,56.124038,10.171724,2016-10-28 23:37:06.187760
13600638,78638919,Entire home/apt,,24,1,,4,3.0,75.0,4.0,56.160328,10.198856,2016-10-28 23:36:56.770425
4160878,21592241,Entire home/apt,,6,0,,4,1.0,69.0,1.0,56.141669,10.141897,2016-10-28 23:36:46.285041
14727433,91688786,Private room,,9,6,4.5,2,1.0,43.0,1.0,56.126266,10.113912,2016-10-28 23:36:03.951585
13663767,14049664,Entire home/apt,,24,10,5.0,2,1.0,46.0,4.0,56.156907,10.196534,2016-10-28 23:35:45.486175
15517703,62532903,Private room,,24,0,,1,1.0,32.0,1.0,56.143322,10.203424,2016-10-28 23:35:27.946508
7204006,7522174,Entire home/apt,,24,2,,4,1.0,75.0,1.0,56.169459,10.214814,2016-10-28 23:35:16.484970
6236486,6934621,Entire home/apt,,6,27,4.5,4,1.0,75.0,1.0,56.155657,10.180759,2016-10-28 23:35:03.033775
3285366,16604624,Entire home/apt,,24,9,5.0,4,2.0,79.0,2.0,56.160789,10.207656,2016-10-28 23:34:56.510443
6795507,35570216,Entire home/apt,,24,0,,4,2.0,106.0,1.0,56.148198,10.204478,2016-10-28 23:34:43.039713
6236272,32361223,Entire home/apt,,4,0,,4,1.0,54.0,1.0,56.176611,10.200445,2016-10-28 23:34:40.619413
7451004,5420123,Private room,,24,2,,2,1.0,52.0,1.0,56.143569,10.204081,2016-10-28 23:34:06.909654
13727225,2505175,Entire home/apt,,24,0,,4,2.0,79.0,3.0,56.153689,10.204564,2016-10-28 23:33:48.536886
3432884,17294796,Entire home/apt,,24,2,,5,2.0,249.0,1.0,56.156413,10.202837,2016-10-28 23:33:22.022271
14174604,2204704,Private room,,24,1,,2,1.0,45.0,1.0,56.145115,10.202445,2016-10-28 23:32:27.546256
4213433,21866041,Private room,,2,21,4.0,4,1.0,38.0,1.0,56.130636,10.180578,2016-10-28 23:32:23.150698
13627731,28150368,Entire home/apt,,24,1,,2,1.0,83.0,3.0,56.145151,10.201234,2016-10-28 23:32:05.377568
3917946,7854069,Entire home/apt,,24,0,,4,2.0,91.0,1.0,56.155472,10.184081,2016-10-28 23:32:02.595612
13195538,50754637,Entire home/apt,,24,10,4.0,4,1.0,75.0,2.0,56.146726,10.19589,2016-10-28 23:31:35.453245
1193275,6521566,Private room,,4,14,4.5,2,1.0,75.0,3.0,56.172987,10.207901,2016-10-28 23:31:31.829906
6663872,22612331,Entire home/apt,,24,9,5.0,5,1.0,150.0,2.0,56.156141,10.202463,2016-10-28 23:31:21.371873
9557169,13489273,Private room,,4,0,,2,1.0,38.0,1.0,56.175563,10.199043,2016-10-28 23:31:11.553615
12450346,47407883,Entire home/apt,,24,10,5.0,6,2.0,103.0,,56.159324,10.197594,2016-10-28 23:31:03.960401
14306455,46312673,Entire home/apt,,24,0,,4,2.0,53.0,2.0,56.153675,10.186152,2016-10-28 23:31:00.745551
3141724,15952122,Entire home/apt,,24,2,,4,2.0,75.0,1.0,56.144323,10.200414,2016-10-28 23:30:53.753136
4661619,24060477,Entire home/apt,,24,0,,3,2.0,78.0,1.0,56.162437,10.204786,2016-10-28 23:30:44.393986
5254767,15528910,Entire home/apt,,24,11,5.0,3,1.0,58.0,2.0,56.170683,10.214408,2016-10-28 23:30:31.495164
15105942,95672199,Private room,,24,0,,4,1.0,28.0,1.0,56.174476,10.220006,2016-10-28 23:30:06.132813
7240566,17389130,Entire home/apt,,1,3,4.5,7,4.0,91.0,2.0,56.114287,10.189548,2016-10-28 23:29:50.493625
9768192,50352065,Private room,,23,1,,1,1.0,14.0,1.0,56.220619,10.284465,2016-10-28 23:29:28.021595
9360212,48572793,Private room,,4,0,,2,1.0,30.0,1.0,56.175905,10.213056,2016-10-28 23:29:25.319095
7565664,8560977,Entire home/apt,,2,3,5.0,3,1.0,83.0,2.0,56.143459,10.184876,2016-10-28 23:29:09.706226
1957905,9845270,Entire home/apt,,24,31,5.0,4,2.0,113.0,3.0,56.162249,10.205636,2016-10-28 23:29:06.556594
13824144,3254654,Private room,,24,3,5.0,2,1.0,75.0,,56.16251,10.20593,2016-10-28 23:29:00.221761
9933545,41987971,Entire home/apt,,24,0,,4,1.0,106.0,5.0,56.150778,10.199184,2016-10-28 23:28:48.937369
8871114,24857179,Entire home/apt,,24,3,5.0,2,1.0,68.0,1.0,56.162787,10.199732,2016-10-28 23:27:46.028170
6761522,33809762,Entire home/apt,,24,7,4.0,2,1.0,44.0,3.0,56.164638,10.210045,2016-10-28 23:27:36.753340
6639129,34748421,Entire home/apt,,6,1,,4,2.0,75.0,1.0,56.149642,10.157665,2016-10-28 23:27:07.303059
13490586,77304282,Entire home/apt,,11,0,,2,1.0,61.0,1.0,56.187621,10.121774,2016-10-28 23:26:58.432687
5704362,29573656,Entire home/apt,,24,1,,3,2.0,83.0,20.0,56.161562,10.214091,2016-10-28 23:26:51.182408
13810174,45983553,Entire home/apt,,1,0,,2,1.0,57.0,7.0,56.138634,10.194638,2016-10-28 23:26:47.334967
9756508,15140640,Entire home/apt,,24,19,4.5,2,0.0,75.0,2.0,56.152456,10.206121,2016-10-28 23:26:43.922403
7222415,16607013,Private room,,24,2,,2,1.0,30.0,1.0,56.172881,10.214008,2016-10-28 23:26:40.800379
15278604,28599972,Private room,,24,0,,2,1.0,38.0,,56.163755,10.211322,2016-10-28 23:26:37.026115
11225712,58498718,Entire home/apt,,4,0,,2,1.0,31.0,1.0,56.177648,10.178532,2016-10-28 23:26:15.449892
12060311,52948277,Entire home/apt,,5,0,,7,3.0,211.0,7.0,56.192898,10.252824,2016-10-28 23:26:06.952471
10329278,37814318,Entire home/apt,,24,1,,8,4.0,136.0,3.0,56.159333,10.214073,2016-10-28 23:25:58.589107
8979202,6037895,Entire home/apt,,6,2,,5,2.0,53.0,1.0,56.150149,10.154336,2016-10-28 23:25:49.163581
1886155,9803079,Entire home/apt,,24,46,5.0,6,3.0,136.0,2.0,56.155638,10.203026,2016-10-28 23:25:09.841551
14945262,20805980,Entire home/apt,,24,0,,4,1.0,196.0,2.0,56.160629,10.208295,2016-10-28 23:24:40.177265
13261730,74655658,Entire home/apt,,2,0,,2,1.0,31.0,5.0,56.123394,10.167254,2016-10-28 23:24:35.184908
11457632,53522315,Entire home/apt,,24,5,5.0,3,2.0,113.0,2.0,56.162135,10.20588,2016-10-28 23:24:32.083215
4458244,23131781,Entire home/apt,,4,2,,8,3.0,68.0,4.0,56.192737,10.195567,2016-10-28 23:24:25.729183
12184359,65477730,Entire home/apt,,18,6,5.0,6,4.0,106.0,1.0,56.207478,10.043599,2016-10-28 23:24:21.267675
14079495,72287741,Private room,,4,1,,2,1.0,25.0,2.0,56.17394,10.212205,2016-10-28 23:24:17.343925
12461971,65001820,Entire home/apt,,24,6,4.5,3,1.0,49.0,2.0,56.152875,10.196895,2016-10-28 23:24:12.840318
13972601,41909605,Private room,,24,3,4.5,2,1.0,36.0,3.0,56.153041,10.197892,2016-10-28 23:24:08.191192
13509967,43610548,Entire home/apt,,4,0,,13,5.0,151.0,2.0,56.182153,10.208236,2016-10-28 23:24:04.539888
13704723,79976219,Entire home/apt,,4,5,5.0,3,1.0,41.0,2.0,56.174505,10.200911,2016-10-28 23:24:00.270978
8726575,39716118,Entire home/apt,,24,27,4.5,2,1.0,50.0,2.0,56.163925,10.211197,2016-10-28 23:23:50.252188
9396010,48734179,Entire home/apt,,24,10,4.5,3,1.0,61.0,1.0,56.16308,10.20068,2016-10-28 23:23:45.948247
13442277,76534742,Private room,,1,4,5.0,2,1.0,53.0,1.0,56.138041,10.197663,2016-10-28 23:23:33.736439
6534130,27748421,Entire home/apt,,4,1,,4,2.0,75.0,1.0,56.175834,10.203044,2016-10-28 23:23:24.474303
14864303,93109695,Entire home/apt,,24,2,,2,1.0,48.0,1.0,56.171684,10.219402,2016-10-28 23:23:21.686241
7112037,5432559,Entire home/apt,,24,10,5.0,4,2.0,45.0,1.0,56.164251,10.202556,2016-10-28 23:23:03.219319
12178288,61834172,Entire home/apt,,24,7,4.5,4,1.0,50.0,2.0,56.163347,10.198357,2016-10-28 23:22:53.149134
5090447,26298271,Entire home/apt,,24,1,,3,1.0,57.0,2.0,56.158768,10.209121,2016-10-28 23:22:48.506964
11819725,29615476,Entire home/apt,,24,6,4.5,2,1.0,59.0,1.0,56.165497,10.198009,2016-10-28 23:22:31.482449
13722085,37934849,Entire home/apt,,24,33,4.5,2,1.0,55.0,1.0,56.152741,10.20712,2016-10-28 23:22:27.941136
11711764,8367388,Entire home/apt,,24,2,,6,3.0,75.0,1.0,56.154372,10.195691,2016-10-28 23:21:40.963423
3780367,2535020,Entire home/apt,,24,10,5.0,4,1.0,135.0,2.0,56.158413,10.213196,2016-10-28 23:21:33.500356
12672363,44600973,Entire home/apt,,24,2,,6,0.0,68.0,1.0,56.1643,10.201751,2016-10-28 23:21:27.196891
2536906,8107930,Entire home/apt,,4,1,,4,1.0,106.0,2.0,56.1749,10.214894,2016-10-28 23:21:14.706660
15244186,77895743,Entire home/apt,,24,0,,3,2.0,112.0,1.0,56.162827,10.214524,2016-10-28 23:20:56.743901
14550306,32841957,Entire home/apt,,2,4,4.5,2,1.0,68.0,3.0,56.136201,10.179193,2016-10-28 23:20:44.623084
1103372,2060978,Private room,,2,9,4.5,2,1.0,38.0,2.0,56.13486,10.175057,2016-10-28 23:20:16.752990
6898421,35560381,Entire home/apt,,1,1,,5,4.0,113.0,2.0,56.117739,10.215665,2016-10-28 23:20:13.368129
15592723,63907228,Private room,,24,0,,2,1.0,53.0,1.0,56.141719,10.193388,2016-10-28 23:20:09.601023
7262067,9821592,Entire home/apt,,6,5,4.5,6,3.0,75.0,2.0,56.153878,10.167953,2016-10-28 23:20:03.592873
13304332,75155118,Entire home/apt,,2,1,,3,1.0,41.0,5.0,56.141599,10.188876,2016-10-28 23:19:58.754585
1229948,6709280,Entire home/apt,,24,0,,2,1.0,123.0,4.0,56.16591,10.218165,2016-10-28 23:19:53.297179
13372149,70939391,Entire home/apt,,24,6,5.0,3,1.0,61.0,2.0,56.145887,10.203534,2016-10-28 23:19:50.085386
6613221,34569553,Private room,,24,20,5.0,3,1.0,34.0,1.0,56.144624,10.191223,2016-10-28 23:19:46.486203
2920653,14915702,Private room,,24,88,5.0,2,1.0,53.0,2.0,56.163717,10.202791,2016-10-28 23:19:38.576678
5856267,30406585,Private room,,10,2,,2,1.0,227.0,1.0,56.160937,10.113872,2016-10-28 23:19:34.334055
5321724,26396472,Private room,,4,15,5.0,2,1.0,28.0,1.0,56.17436,10.213341,2016-10-28 23:19:30.910765
3285781,16606174,Entire home/apt,,24,0,,2,2.0,121.0,2.0,56.145512,10.200969,2016-10-28 23:19:28.197262
15637546,82133141,Private room,,5,0,,2,1.0,25.0,7.0,56.189185,10.236529,2016-10-28 23:19:23.825681
13391493,29018686,Entire home/apt,,6,3,4.5,4,1.0,53.0,1.0,56.156315,10.181431,2016-10-28 23:19:10.531919
10869257,56309555,Entire home/apt,,4,0,,5,4.0,75.0,7.0,56.201009,10.188311,2016-10-28 23:19:03.541999
13690448,75952938,Entire home/apt,,24,0,,4,1.0,62.0,1.0,56.156233,10.206185,2016-10-28 23:18:57.102339
14196910,84730234,Entire home/apt,,24,0,,4,2.0,125.0,2.0,56.153359,10.206505,2016-10-28 23:18:52.794267
5610994,699353,Entire home/apt,,24,0,,8,3.0,242.0,1.0,56.15906,10.210067,2016-10-28 23:18:48.316338
13575061,51431543,Private room,,24,1,,1,1.0,24.0,1.0,56.145032,10.192505,2016-10-28 23:18:44.068031
13665577,79454817,Entire home/apt,,4,0,,3,1.0,61.0,3.0,56.174753,10.205828,2016-10-28 23:18:40.990424
12993532,14422892,Entire home/apt,,1,1,,6,4.0,113.0,2.0,56.107271,10.210592,2016-10-28 23:18:37.915817
12878135,70456128,Entire home/apt,,2,4,5.0,2,1.0,38.0,2.0,56.132727,10.166505,2016-10-28 23:18:31.173511
13756297,25940578,Private room,,3,3,4.0,2,1.0,32.0,2.0,56.176618,10.150002,2016-10-28 23:18:20.296237
9265393,48129850,Entire home/apt,,24,2,,3,2.0,61.0,10.0,56.146216,10.192045,2016-10-28 23:18:11.651882
13965037,80269613,Entire home/apt,,4,4,4.5,2,1.0,49.0,3.0,56.175772,10.199089,2016-10-28 23:17:54.219935
10111225,4826381,Private room,,2,0,,5,1.0,53.0,1.0,56.139453,10.176069,2016-10-28 23:17:44.874312
10225889,52548000,Private room,,24,0,,2,1.0,75.0,1.0,56.152648,10.206633,2016-10-28 23:17:29.357854
6849870,35892464,Entire home/apt,,24,3,4.5,2,1.0,75.0,1.0,56.154581,10.210737,2016-10-28 23:17:20.726189
3543658,3102759,Entire home/apt,,24,21,4.5,4,1.0,148.0,1.0,56.159621,10.206948,2016-10-28 23:17:16.790176
6034802,31322645,Private room,,24,0,,2,1.0,559.0,1.0,56.156604,10.204768,2016-10-28 23:17:09.340657
6686066,34853193,Entire home/apt,,1,0,,2,1.0,46.0,2.0,56.138219,10.191208,2016-10-28 23:17:06.780359
6702363,35083326,Private room,,24,13,4.5,2,1.0,50.0,1.0,56.158864,10.212611,2016-10-28 23:17:01.766495
4217343,21887821,Private room,,3,0,,2,1.0,105.0,1.0,56.1668,10.181981,2016-10-28 23:16:55.853827
11822242,39530055,Entire home/apt,,24,39,5.0,4,1.0,91.0,2.0,56.147461,10.205391,2016-10-28 23:16:50.430275
4013846,20811010,Entire home/apt,,4,25,4.5,5,3.0,91.0,2.0,56.176184,10.202899,2016-10-29 00:29:31.626700
3870987,19995159,Entire home/apt,,4,17,4.5,5,3.0,136.0,1.0,56.174048,10.196253,2016-10-29 00:29:14.249215
14679065,91253268,Entire home/apt,,5,2,,2,1.0,68.0,1.0,56.19289,10.245275,2016-10-29 00:29:10.572116
12913913,12992385,Private room,,24,12,4.5,2,1.0,39.0,1.0,56.164423,10.213442,2016-10-29 00:28:40.455994
13368397,73073461,Entire home/apt,,24,3,3.5,4,1.0,61.0,2.0,56.169829,10.219463,2016-10-29 00:28:35.294351
12868279,70025923,Entire home/apt,,4,0,,6,3.0,91.0,1.0,56.1801,10.197831,2016-10-29 00:28:10.080547
5455178,9449181,Entire home/apt,,2,9,4.5,6,3.0,9667.0,3.0,56.141727,10.180293,2016-10-29 00:28:04.350942
9488891,49180285,Private room,,2,0,,2,1.0,33.0,2.0,56.140904,10.183091,2016-10-29 00:27:58.755522
11110011,31085856,Entire home/apt,,24,2,,4,1.0,75.0,2.0,56.159193,10.211892,2016-10-29 00:27:51.781786
10891158,30053681,Entire home/apt,,24,0,,4,2.0,106.0,1.0,56.144444,10.20271,2016-10-29 00:27:08.613990
14521750,89739240,Entire home/apt,,2,1,,4,1.0,53.0,1.0,56.146638,10.184844,2016-10-29 00:27:04.647824
4634027,16538341,Private room,,24,0,,2,1.0,18.0,1.0,56.163907,10.199457,2016-10-29 00:26:58.899937
14257978,42360482,Private room,,24,2,,2,1.0,38.0,1.0,56.15846,10.214725,2016-10-29 00:26:33.858854
13526141,39725715,Private room,,24,9,4.5,2,1.0,72.0,1.0,56.154352,10.211918,2016-10-29 00:26:17.020160
1182296,6467739,Entire home/apt,,24,26,5.0,6,3.0,148.0,2.0,56.16583,10.193496,2016-10-29 00:26:04.956997
6917279,36255320,Entire home/apt,,3,3,4.5,4,2.0,38.0,10.0,56.166395,10.1856,2016-10-29 00:25:37.031194
4872442,25065017,Entire home/apt,,24,3,4.5,2,0.0,49.0,1.0,56.158405,10.20757,2016-10-29 00:24:48.330170
13137225,73198201,Private room,,6,13,4.5,3,1.0,45.0,2.0,56.15143,10.15782,2016-10-29 00:24:39.802941
13860443,30585739,Entire home/apt,,24,5,4.0,4,1.0,53.0,2.0,56.164494,10.200908,2016-10-29 00:24:32.537426
4226056,21761498,Private room,,4,77,4.5,1,1.0,33.0,1.0,56.179987,10.189699,2016-10-29 00:24:23.770687
1205477,3580555,Entire home/apt,,5,4,4.5,4,2.0,88.0,3.0,56.187484,10.232343,2016-10-29 00:24:05.823241
13753467,36789315,Entire home/apt,,24,1,,5,2.0,84.0,4.0,56.166383,10.196918,2016-10-29 00:23:53.992828
7601780,21875498,Private room,,6,0,,2,1.0,38.0,2.0,56.15392,10.156235,2016-10-29 00:23:51.462229
1503388,8032574,Private room,,10,80,5.0,2,1.0,41.0,1.0,56.157389,10.124366,2016-10-29 00:23:48.471447
3222035,16315813,Private room,,24,0,,2,1.0,74.0,1.0,56.164976,10.201618,2016-10-29 00:23:28.508534
3424097,17259442,Entire home/apt,,13,4,5.0,8,4.0,136.0,1.0,56.234735,10.195255,2016-10-29 00:23:23.519599
14894886,5063894,Private room,,24,3,5.0,4,1.0,75.0,1.0,56.145146,10.202259,2016-10-28 23:16:38.727689
12271099,66097581,Entire home/apt,,24,7,5.0,3,1.0,64.0,4.0,56.147031,10.208621,2016-10-28 23:16:35.518061
14591342,90488369,Entire home/apt,,24,8,4.5,2,1.0,75.0,2.0,56.153265,10.192711,2016-10-28 23:16:18.891688
9449240,35779591,Entire home/apt,,24,2,,5,3.0,53.0,1.0,56.143969,10.20469,2016-10-28 23:16:14.642282
13845013,27232644,Entire home/apt,,4,3,4.5,3,1.0,53.0,1.0,56.19243,10.193621,2016-10-28 23:16:11.096153
14962345,94207445,Private room,,4,0,,2,1.0,31.0,1.0,56.185847,10.195221,2016-10-28 23:16:07.260225
15266544,56638124,Entire home/apt,,24,3,4.0,6,4.0,78.0,1.0,56.157837,10.199103,2016-10-28 23:16:04.970383
11631760,61636225,Private room,,4,12,5.0,4,1.0,37.0,1.0,56.199337,10.179,2016-10-28 23:16:01.565506
11978055,56685489,Entire home/apt,,4,11,4.5,3,2.0,75.0,2.0,56.174017,10.205268,2016-10-28 23:15:56.753444
10109949,51829393,Private room,,24,9,4.5,1,1.0,39.0,1.0,56.162986,10.20006,2016-10-28 23:15:53.776843
7502671,39304658,Entire home/apt,,24,2,,4,1.0,75.0,2.0,56.153777,10.206103,2016-10-28 23:15:18.706388
6829488,11201233,Entire home/apt,,2,16,4.5,4,1.0,59.0,2.0,56.121733,10.155418,2016-10-28 23:15:16.341677
13936869,77946591,Entire home/apt,,24,0,,6,3.0,136.0,2.0,56.163586,10.198081,2016-10-28 23:15:00.275538
13682350,79663940,Entire home/apt,,24,1,,2,1.0,61.0,,56.156953,10.183533,2016-10-28 23:14:57.500922
11531203,60816820,Entire home/apt,,24,39,5.0,4,2.0,95.0,1.0,56.152427,10.18654,2016-10-28 23:14:52.928518
13577077,39309820,Private room,,3,0,,2,1.0,45.0,1.0,56.175238,10.159555,2016-10-28 23:14:45.746340
10508879,12155965,Private room,,24,0,,2,1.0,68.0,1.0,56.15894,10.213086,2016-10-28 23:14:41.968589
5455986,28297043,Entire home/apt,,24,85,5.0,6,2.0,151.0,1.0,56.159409,10.207819,2016-10-28 23:14:38.291229
